date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-13,10:05,12:00,12:10,817.8,818.85,818.04816
2026-07-13,10:15,12:10,12:20,818.85,818.75,817.8747
2026-07-13,10:25,12:20,12:30,818.75,819.75,818.48267
2026-07-13,10:35,12:30,12:40,819.75,820.0,818.9752
2026-07-13,10:45,12:40,12:50,820.0,820.3,819.2964
2026-07-13,10:55,12:50,13:00,820.3,818.8,819.1139
2026-07-13,11:05,13:00,13:10,818.8,818.95,819.5164
2026-07-13,11:15,13:10,13:20,818.95,818.25,819.22577
2026-07-13,11:25,13:20,13:30,818.25,818.5,818.1167
2026-07-13,11:35,13:30,13:40,818.5,818.45,818.0693
2026-07-13,11:45,13:40,13:50,818.45,818.75,817.9811
2026-07-13,11:55,13:50,14:00,818.75,818.1,818.6066
2026-07-13,12:05,14:00,14:10,818.1,819.0,818.2797
2026-07-13,12:15,14:10,14:20,819.0,820.1,818.26056
2026-07-13,12:25,14:20,14:30,820.1,818.7,819.6843
2026-07-13,12:35,14:30,14:40,818.7,819.2,818.5929
2026-07-13,12:45,14:40,14:50,819.2,819.65,818.80914
2026-07-13,12:55,14:50,15:00,819.65,819.5,819.2717
2026-07-13,13:05,15:00,15:10,819.5,817.4,820.3916
2026-07-13,13:15,15:10,15:20,817.4,817.45,817.6742
2026-07-14,09:15,11:10,11:20,816.7,814.3,816.4232
2026-07-14,09:25,11:20,11:30,814.3,814.0,814.9961
2026-07-14,09:35,11:30,11:40,814.0,812.0,814.29987
2026-07-14,09:45,11:40,11:50,812.0,812.95,812.8592
2026-07-14,09:55,11:50,12:00,812.95,812.0,813.09357
2026-07-14,10:05,12:00,12:10,812.0,810.85,811.5454
2026-07-14,10:15,12:10,12:20,810.85,809.95,809.8144
2026-07-14,10:25,12:20,12:30,809.95,809.85,809.59485
2026-07-14,10:35,12:30,12:40,809.85,810.5,809.40405
2026-07-14,10:45,12:40,12:50,810.5,811.95,810.7128
2026-07-14,10:55,12:50,13:00,811.95,811.8,812.0141
2026-07-14,11:05,13:00,13:10,811.8,811.95,811.36414
2026-07-14,11:15,13:10,13:20,811.95,811.3,810.7219
2026-07-14,11:25,13:20,13:30,811.3,811.0,811.84064
2026-07-14,11:35,13:30,13:40,811.0,809.4,811.73676
2026-07-14,11:45,13:40,13:50,809.4,810.0,809.8714
2026-07-14,11:55,13:50,14:00,810.0,810.25,810.31244
2026-07-14,12:05,14:00,14:10,810.25,810.25,810.209
2026-07-14,12:15,14:10,14:20,810.25,810.15,809.7292
2026-07-14,12:25,14:20,14:30,810.15,809.9,809.7804
2026-07-14,12:35,14:30,14:40,809.9,809.25,810.58057
2026-07-14,12:45,14:40,14:50,809.25,807.85,809.45026
2026-07-14,12:55,14:50,15:00,807.85,809.5,808.5046
2026-07-14,13:05,15:00,15:10,809.5,809.65,808.57697
2026-07-14,13:15,15:10,15:20,809.65,808.95,809.7438
2026-07-15,09:15,11:10,11:20,816.45,816.85,816.76245
2026-07-15,09:25,11:20,11:30,816.85,819.0,817.16864
2026-07-15,09:35,11:30,11:40,819.0,817.05,818.8286
2026-07-15,09:45,11:40,11:50,817.05,817.45,817.071
2026-07-15,09:55,11:50,12:00,817.45,818.55,817.4289
2026-07-15,10:05,12:00,12:10,818.55,819.0,818.0331
2026-07-15,10:15,12:10,12:20,819.0,819.25,818.7483
2026-07-15,10:25,12:20,12:30,819.25,818.55,819.569
2026-07-15,10:35,12:30,12:40,818.55,819.1,818.8539
2026-07-15,10:45,12:40,12:50,819.1,816.7,818.6137
2026-07-15,10:55,12:50,13:00,816.7,813.0,816.6657
2026-07-15,11:05,13:00,13:10,813.0,811.25,813.6259
2026-07-15,11:15,13:10,13:20,811.25,813.0,810.9554
2026-07-15,11:25,13:20,13:30,813.0,812.7,812.92865
2026-07-15,11:35,13:30,13:40,812.7,813.1,813.1512
2026-07-15,11:45,13:40,13:50,813.1,812.65,812.58813
2026-07-15,11:55,13:50,14:00,812.65,814.2,812.9151
2026-07-15,12:05,14:00,14:10,814.2,815.4,811.96136
2026-07-15,12:15,14:10,14:20,815.4,815.0,814.41925
2026-07-15,12:25,14:20,14:30,815.0,815.8,815.76215
2026-07-15,12:35,14:30,14:40,815.8,816.6,815.2587
2026-07-15,12:45,14:40,14:50,816.6,816.15,816.52686
2026-07-15,12:55,14:50,15:00,816.15,814.95,816.39233
