date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close,hdfc_pred_dir,hdfc_actual_dir,hdfc_correct,nifty_pred_dir,agree
2026-07-08,10:55,12:50,13:00,826.95,827.15,826.4915,DOWN,UP,False,DOWN,True
2026-07-08,11:05,13:00,13:10,827.15,827.5,827.21423,UP,UP,True,DOWN,False
2026-07-08,11:15,13:10,13:20,827.5,829.45,826.4868,DOWN,UP,False,DOWN,True
2026-07-08,11:25,13:20,13:30,829.45,828.8,829.55347,UP,DOWN,False,DOWN,False
2026-07-08,11:35,13:30,13:40,828.8,826.8,828.41064,DOWN,DOWN,True,UP,False
2026-07-08,11:45,13:40,13:50,826.8,821.55,826.8572,UP,DOWN,False,UP,True
2026-07-08,11:55,13:50,14:00,821.55,814.5,823.42645,UP,DOWN,False,UP,True
2026-07-08,12:05,14:00,14:10,814.5,812.85,815.8693,UP,DOWN,False,UP,True
2026-07-08,12:15,14:10,14:20,812.85,813.05,812.7469,DOWN,UP,False,UP,False
2026-07-08,12:25,14:20,14:30,813.05,811.4,812.2356,DOWN,DOWN,True,DOWN,True
2026-07-08,12:35,14:30,14:40,811.4,810.75,811.2481,DOWN,DOWN,True,DOWN,True
2026-07-08,12:45,14:40,14:50,810.75,807.8,810.0098,DOWN,DOWN,True,UP,False
2026-07-08,12:55,14:50,15:00,807.8,809.75,808.4954,UP,UP,True,DOWN,False
2026-07-08,13:05,15:00,15:10,809.75,811.15,806.4014,DOWN,UP,False,DOWN,True
2026-07-08,13:15,15:10,15:20,811.15,810.35,809.6698,DOWN,DOWN,True,DOWN,True
2026-07-09,09:15,11:10,11:20,819.0,818.65,819.34937,UP,DOWN,False,DOWN,False
2026-07-09,09:25,11:20,11:30,818.65,819.35,819.0456,UP,UP,True,DOWN,False
2026-07-09,09:35,11:30,11:40,819.35,818.85,818.95264,DOWN,DOWN,True,DOWN,True
2026-07-09,09:45,11:40,11:50,818.85,817.7,818.3084,DOWN,DOWN,True,DOWN,True
2026-07-09,09:55,11:50,12:00,817.7,819.0,817.4832,DOWN,UP,False,UP,False
2026-07-09,10:05,12:00,12:10,819.0,819.75,819.0587,UP,UP,True,DOWN,False
2026-07-09,10:15,12:10,12:20,819.75,819.95,818.5645,DOWN,UP,False,DOWN,True
2026-07-09,10:25,12:20,12:30,819.95,819.1,819.28125,DOWN,DOWN,True,UP,False
2026-07-09,10:35,12:30,12:40,819.1,819.85,818.46985,DOWN,UP,False,UP,False
2026-07-09,10:45,12:40,12:50,819.85,820.75,819.0822,DOWN,UP,False,UP,False
2026-07-09,10:55,12:50,13:00,820.75,821.55,819.6974,DOWN,UP,False,DOWN,True
2026-07-09,11:05,13:00,13:10,821.55,821.1,820.9824,DOWN,DOWN,True,DOWN,True
2026-07-09,11:15,13:10,13:20,821.1,820.6,821.2151,UP,DOWN,False,DOWN,False
2026-07-09,11:25,13:20,13:30,820.6,821.3,820.7147,UP,UP,True,UP,True
2026-07-09,11:35,13:30,13:40,821.3,821.95,820.7469,DOWN,UP,False,DOWN,True
2026-07-09,11:45,13:40,13:50,821.95,821.95,822.1247,UP,DOWN,False,DOWN,False
2026-07-09,11:55,13:50,14:00,821.95,821.2,820.91113,DOWN,DOWN,True,DOWN,True
2026-07-09,12:05,14:00,14:10,821.2,821.0,821.5123,UP,DOWN,False,UP,True
2026-07-09,12:15,14:10,14:20,821.0,820.9,820.921,DOWN,DOWN,True,DOWN,True
2026-07-09,12:25,14:20,14:30,820.9,820.9,820.6226,DOWN,DOWN,True,DOWN,True
2026-07-09,12:35,14:30,14:40,820.9,820.95,821.3689,UP,UP,True,UP,True
2026-07-09,12:45,14:40,14:50,820.95,821.0,820.4119,DOWN,UP,False,DOWN,True
2026-07-09,12:55,14:50,15:00,821.0,818.2,820.4884,DOWN,DOWN,True,DOWN,True
2026-07-09,13:05,15:00,15:10,818.2,816.55,820.96783,UP,DOWN,False,UP,True
2026-07-09,13:15,15:10,15:20,816.55,817.45,816.7119,UP,UP,True,DOWN,False
2026-07-10,09:15,11:10,11:20,825.05,824.5,824.76825,DOWN,DOWN,True,UP,False
2026-07-10,09:25,11:20,11:30,824.5,824.25,824.56665,UP,DOWN,False,DOWN,False
2026-07-10,09:35,11:30,11:40,824.25,824.75,824.0807,DOWN,UP,False,DOWN,True
2026-07-10,09:45,11:40,11:50,824.75,824.4,824.691,DOWN,DOWN,True,UP,False
2026-07-10,09:55,11:50,12:00,824.4,825.65,824.9496,UP,UP,True,UP,True
2026-07-10,10:05,12:00,12:10,825.65,823.9,825.1995,DOWN,DOWN,True,UP,False
2026-07-10,10:15,12:10,12:20,823.9,823.65,823.917,UP,DOWN,False,UP,True
2026-07-10,10:25,12:20,12:30,823.65,824.9,823.6557,UP,UP,True,UP,True
2026-07-10,10:35,12:30,12:40,824.9,824.9,824.07086,DOWN,DOWN,True,DOWN,True
2026-07-10,10:45,12:40,12:50,824.9,824.3,824.8708,DOWN,DOWN,True,DOWN,True
2026-07-10,10:55,12:50,13:00,824.3,823.95,824.4457,UP,DOWN,False,DOWN,False
2026-07-10,11:05,13:00,13:10,823.95,824.1,823.48566,DOWN,UP,False,DOWN,True
2026-07-10,11:15,13:10,13:20,824.1,824.45,823.62036,DOWN,UP,False,DOWN,True
2026-07-10,11:25,13:20,13:30,824.45,825.6,824.2363,DOWN,UP,False,UP,False
2026-07-10,11:35,13:30,13:40,825.6,826.35,824.8431,DOWN,UP,False,UP,False
2026-07-10,11:45,13:40,13:50,826.35,825.45,825.79016,DOWN,DOWN,True,UP,False
2026-07-10,11:55,13:50,14:00,825.45,825.2,825.08417,DOWN,DOWN,True,DOWN,True
2026-07-10,12:05,14:00,14:10,825.2,825.05,824.97485,DOWN,DOWN,True,DOWN,True
2026-07-10,12:15,14:10,14:20,825.05,825.95,824.9885,DOWN,UP,False,UP,False
2026-07-10,12:25,14:20,14:30,825.95,826.0,826.134,UP,UP,True,DOWN,False
2026-07-10,12:35,14:30,14:40,826.0,826.0,826.3571,UP,DOWN,False,DOWN,False
2026-07-10,12:45,14:40,14:50,826.0,826.1,826.07434,UP,UP,True,UP,True
2026-07-10,12:55,14:50,15:00,826.1,825.65,825.8995,DOWN,DOWN,True,UP,False
2026-07-10,13:05,15:00,15:10,825.65,825.0,827.5988,UP,DOWN,False,UP,True
2026-07-10,13:15,15:10,15:20,825.0,823.5,826.0008,UP,DOWN,False,UP,True
2026-07-13,09:15,11:10,11:20,820.0,820.0,820.52435,UP,DOWN,False,UP,True
2026-07-13,09:25,11:20,11:30,820.0,818.95,819.5056,DOWN,DOWN,True,UP,False
2026-07-13,09:35,11:30,11:40,818.95,817.85,819.2135,UP,DOWN,False,UP,True
2026-07-13,09:45,11:40,11:50,817.85,818.5,818.94495,UP,UP,True,DOWN,False
2026-07-13,09:55,11:50,12:00,818.5,817.8,818.03815,DOWN,DOWN,True,UP,False
2026-07-13,10:05,12:00,12:10,817.8,818.85,818.04816,UP,UP,True,DOWN,False
2026-07-13,10:15,12:10,12:20,818.85,818.75,817.8747,DOWN,DOWN,True,DOWN,True
2026-07-13,10:25,12:20,12:30,818.75,819.75,818.48267,DOWN,UP,False,UP,False
2026-07-13,10:35,12:30,12:40,819.75,820.0,818.9752,DOWN,UP,False,UP,False
2026-07-13,10:45,12:40,12:50,820.0,820.3,819.2964,DOWN,UP,False,DOWN,True
2026-07-13,10:55,12:50,13:00,820.3,818.8,819.1139,DOWN,DOWN,True,UP,False
2026-07-13,11:05,13:00,13:10,818.8,818.95,819.5164,UP,UP,True,DOWN,False
2026-07-13,11:15,13:10,13:20,818.95,818.25,819.22577,UP,DOWN,False,DOWN,False
2026-07-13,11:25,13:20,13:30,818.25,818.5,818.1167,DOWN,UP,False,DOWN,True
2026-07-13,11:35,13:30,13:40,818.5,818.45,818.0693,DOWN,DOWN,True,DOWN,True
2026-07-13,11:45,13:40,13:50,818.45,818.75,817.9811,DOWN,UP,False,DOWN,True
2026-07-13,11:55,13:50,14:00,818.75,818.1,818.6066,DOWN,DOWN,True,UP,False
2026-07-13,12:05,14:00,14:10,818.1,819.0,818.2797,UP,UP,True,DOWN,False
2026-07-13,12:15,14:10,14:20,819.0,820.1,818.26056,DOWN,UP,False,DOWN,True
2026-07-13,12:25,14:20,14:30,820.1,818.7,819.6843,DOWN,DOWN,True,DOWN,True
2026-07-13,12:35,14:30,14:40,818.7,819.2,818.5929,DOWN,UP,False,DOWN,True
2026-07-13,12:45,14:40,14:50,819.2,819.65,818.80914,DOWN,UP,False,DOWN,True
2026-07-13,12:55,14:50,15:00,819.65,819.5,819.2717,DOWN,DOWN,True,UP,False
2026-07-13,13:05,15:00,15:10,819.5,817.4,820.3916,UP,DOWN,False,DOWN,False
2026-07-13,13:15,15:10,15:20,817.4,817.45,817.6742,UP,UP,True,DOWN,False
2026-07-14,09:15,11:10,11:20,816.7,814.3,816.4232,DOWN,DOWN,True,UP,False
2026-07-14,09:25,11:20,11:30,814.3,814.0,814.9961,UP,DOWN,False,DOWN,False
2026-07-14,09:35,11:30,11:40,814.0,812.0,814.29987,UP,DOWN,False,UP,True
2026-07-14,09:45,11:40,11:50,812.0,812.95,812.8592,UP,UP,True,UP,True
2026-07-14,09:55,11:50,12:00,812.95,812.0,813.09357,UP,DOWN,False,UP,True
2026-07-14,10:05,12:00,12:10,812.0,810.85,811.5454,DOWN,DOWN,True,DOWN,True
2026-07-14,10:15,12:10,12:20,810.85,809.95,809.8144,DOWN,DOWN,True,UP,False
2026-07-14,10:25,12:20,12:30,809.95,809.85,809.59485,DOWN,DOWN,True,UP,False
2026-07-14,10:35,12:30,12:40,809.85,810.5,809.40405,DOWN,UP,False,DOWN,True
2026-07-14,10:45,12:40,12:50,810.5,811.95,810.7128,UP,UP,True,UP,True
2026-07-14,10:55,12:50,13:00,811.95,811.8,812.0141,UP,DOWN,False,UP,True
2026-07-14,11:05,13:00,13:10,811.8,811.95,811.36414,DOWN,UP,False,DOWN,True
2026-07-14,11:15,13:10,13:20,811.95,811.3,810.7219,DOWN,DOWN,True,UP,False
2026-07-14,11:25,13:20,13:30,811.3,811.0,811.84064,UP,DOWN,False,DOWN,False
2026-07-14,11:35,13:30,13:40,811.0,809.4,811.73676,UP,DOWN,False,UP,True
2026-07-14,11:45,13:40,13:50,809.4,810.0,809.8714,UP,UP,True,DOWN,False
2026-07-14,11:55,13:50,14:00,810.0,810.25,810.31244,UP,UP,True,DOWN,False
2026-07-14,12:05,14:00,14:10,810.25,810.25,810.209,DOWN,DOWN,True,DOWN,True
2026-07-14,12:15,14:10,14:20,810.25,810.15,809.7292,DOWN,DOWN,True,DOWN,True
2026-07-14,12:25,14:20,14:30,810.15,809.9,809.7804,DOWN,DOWN,True,DOWN,True
2026-07-14,12:35,14:30,14:40,809.9,809.25,810.58057,UP,DOWN,False,DOWN,False
2026-07-14,12:45,14:40,14:50,809.25,807.85,809.45026,UP,DOWN,False,DOWN,False
2026-07-14,12:55,14:50,15:00,807.85,809.5,808.5046,UP,UP,True,UP,True
2026-07-14,13:05,15:00,15:10,809.5,809.65,808.57697,DOWN,UP,False,DOWN,True
2026-07-14,13:15,15:10,15:20,809.65,808.95,809.7438,UP,DOWN,False,UP,True
2026-07-15,09:15,11:10,11:20,816.45,816.85,816.76245,UP,UP,True,UP,True
2026-07-15,09:25,11:20,11:30,816.85,819.0,817.16864,UP,UP,True,DOWN,False
2026-07-15,09:35,11:30,11:40,819.0,817.05,818.8286,DOWN,DOWN,True,DOWN,True
2026-07-15,09:45,11:40,11:50,817.05,817.45,817.071,UP,UP,True,UP,True
2026-07-15,09:55,11:50,12:00,817.45,818.55,817.4289,DOWN,UP,False,DOWN,True
2026-07-15,10:05,12:00,12:10,818.55,819.0,818.0331,DOWN,UP,False,UP,False
2026-07-15,10:15,12:10,12:20,819.0,819.25,818.7483,DOWN,UP,False,DOWN,True
2026-07-15,10:25,12:20,12:30,819.25,818.55,819.569,UP,DOWN,False,DOWN,False
2026-07-15,10:35,12:30,12:40,818.55,819.1,818.8539,UP,UP,True,DOWN,False
2026-07-15,10:45,12:40,12:50,819.1,816.7,818.6137,DOWN,DOWN,True,UP,False
2026-07-15,10:55,12:50,13:00,816.7,813.0,816.6657,DOWN,DOWN,True,UP,False
2026-07-15,11:05,13:00,13:10,813.0,811.25,813.6259,UP,DOWN,False,DOWN,False
2026-07-15,11:15,13:10,13:20,811.25,813.0,810.9554,DOWN,UP,False,UP,False
2026-07-15,11:25,13:20,13:30,813.0,812.7,812.92865,DOWN,DOWN,True,UP,False
2026-07-15,11:35,13:30,13:40,812.7,813.1,813.1512,UP,UP,True,UP,True
2026-07-15,11:45,13:40,13:50,813.1,812.65,812.58813,DOWN,DOWN,True,UP,False
2026-07-15,11:55,13:50,14:00,812.65,814.2,812.9151,UP,UP,True,UP,True
2026-07-15,12:05,14:00,14:10,814.2,815.4,811.96136,DOWN,UP,False,UP,False
2026-07-15,12:15,14:10,14:20,815.4,815.0,814.41925,DOWN,DOWN,True,DOWN,True
2026-07-15,12:25,14:20,14:30,815.0,815.8,815.76215,UP,UP,True,UP,True
2026-07-15,12:35,14:30,14:40,815.8,816.6,815.2587,DOWN,UP,False,UP,False
2026-07-15,12:45,14:40,14:50,816.6,816.15,816.52686,DOWN,DOWN,True,DOWN,True
2026-07-15,12:55,14:50,15:00,816.15,814.95,816.39233,UP,DOWN,False,DOWN,False
2026-07-15,13:05,15:00,15:10,814.95,815.85,813.08057,DOWN,UP,False,DOWN,True
2026-07-15,13:15,15:10,15:20,815.85,815.6,814.9517,DOWN,DOWN,True,DOWN,True
2026-07-16,09:15,11:10,11:20,813.8,812.9,814.12354,UP,DOWN,False,DOWN,False
2026-07-16,09:25,11:20,11:30,812.9,812.5,812.8001,DOWN,DOWN,True,DOWN,True
2026-07-16,09:35,11:30,11:40,812.5,812.6,812.1924,DOWN,UP,False,DOWN,True
2026-07-16,09:45,11:40,11:50,812.6,813.1,812.38086,DOWN,UP,False,UP,False
2026-07-16,09:55,11:50,12:00,813.1,811.35,813.1093,UP,DOWN,False,DOWN,False
2026-07-16,10:05,12:00,12:10,811.35,811.8,811.5043,UP,UP,True,UP,True
2026-07-16,10:15,12:10,12:20,811.8,811.75,811.9833,UP,DOWN,False,UP,True
2026-07-16,10:25,12:20,12:30,811.75,811.65,811.34845,DOWN,DOWN,True,UP,False
2026-07-16,10:35,12:30,12:40,811.65,810.8,811.7405,UP,DOWN,False,UP,True
2026-07-16,10:45,12:40,12:50,810.8,810.65,811.712,UP,DOWN,False,UP,True
2026-07-16,10:55,12:50,13:00,810.65,810.7,810.99384,UP,UP,True,DOWN,False
2026-07-16,11:05,13:00,13:10,810.7,809.75,811.00665,UP,DOWN,False,UP,True
2026-07-16,11:15,13:10,13:20,809.75,809.85,810.371,UP,UP,True,UP,True
2026-07-16,11:25,13:20,13:30,809.85,808.15,809.6702,DOWN,DOWN,True,DOWN,True
2026-07-16,11:35,13:30,13:40,808.15,807.0,808.5819,UP,DOWN,False,UP,True
2026-07-16,11:45,13:40,13:50,807.0,808.15,807.4098,UP,UP,True,UP,True
2026-07-16,11:55,13:50,14:00,808.15,809.7,808.1425,DOWN,UP,False,DOWN,True
2026-07-16,12:05,14:00,14:10,809.7,808.95,808.41296,DOWN,DOWN,True,DOWN,True
2026-07-16,12:15,14:10,14:20,808.95,808.9,809.2318,UP,DOWN,False,UP,True
2026-07-16,12:25,14:20,14:30,808.9,809.65,809.132,UP,UP,True,UP,True
2026-07-16,12:35,14:30,14:40,809.65,808.3,808.9855,DOWN,DOWN,True,DOWN,True
2026-07-16,12:45,14:40,14:50,808.3,807.95,809.1312,UP,DOWN,False,DOWN,False
2026-07-16,12:55,14:50,15:00,807.95,808.15,806.8243,DOWN,UP,False,DOWN,True
2026-07-16,13:05,15:00,15:10,808.15,808.45,808.8011,UP,UP,True,UP,True
2026-07-16,13:15,15:10,15:20,808.45,807.9,808.4389,DOWN,DOWN,True,DOWN,True
2026-07-17,09:15,11:10,11:20,817.45,818.65,817.67566,UP,UP,True,UP,True
2026-07-17,09:25,11:20,11:30,818.65,819.0,817.4925,DOWN,UP,False,UP,False
2026-07-17,09:35,11:30,11:40,819.0,819.05,817.9804,DOWN,UP,False,DOWN,True
2026-07-17,09:45,11:40,11:50,819.05,819.3,817.8669,DOWN,UP,False,UP,False
2026-07-17,09:55,11:50,12:00,819.3,818.55,819.1131,DOWN,DOWN,True,UP,False
2026-07-17,10:05,12:00,12:10,818.55,817.8,818.87616,UP,DOWN,False,UP,True
2026-07-17,10:15,12:10,12:20,817.8,819.65,817.58777,DOWN,UP,False,DOWN,True
2026-07-17,10:25,12:20,12:30,819.65,819.15,820.15985,UP,DOWN,False,DOWN,False
2026-07-17,10:35,12:30,12:40,819.15,818.25,819.0563,DOWN,DOWN,True,DOWN,True
2026-07-17,10:45,12:40,12:50,818.25,817.75,818.47845,UP,DOWN,False,DOWN,False
2026-07-17,10:55,12:50,13:00,817.75,817.8,818.8521,UP,UP,True,UP,True
2026-07-17,11:05,13:00,13:10,817.8,818.7,818.666,UP,UP,True,UP,True
2026-07-17,11:15,13:10,13:20,818.7,817.65,818.2047,DOWN,DOWN,True,DOWN,True
2026-07-17,11:25,13:20,13:30,817.65,818.1,817.74176,UP,UP,True,DOWN,False
2026-07-17,11:35,13:30,13:40,818.1,817.9,817.9584,DOWN,DOWN,True,UP,False
2026-07-17,11:45,13:40,13:50,817.9,817.0,818.2791,UP,DOWN,False,UP,True
2026-07-17,11:55,13:50,14:00,817.0,817.5,817.55554,UP,UP,True,UP,True
2026-07-17,12:05,14:00,14:10,817.5,819.4,817.86896,UP,UP,True,DOWN,False
2026-07-17,12:15,14:10,14:20,819.4,820.65,818.63873,DOWN,UP,False,DOWN,True
2026-07-17,12:25,14:20,14:30,820.65,820.05,819.6361,DOWN,DOWN,True,DOWN,True
2026-07-17,12:35,14:30,14:40,820.05,820.8,818.87256,DOWN,UP,False,UP,False
2026-07-17,12:45,14:40,14:50,820.8,819.65,820.825,UP,DOWN,False,DOWN,False
2026-07-17,12:55,14:50,15:00,819.65,819.0,819.32355,DOWN,DOWN,True,DOWN,True
2026-07-17,13:05,15:00,15:10,819.0,819.1,818.91205,DOWN,UP,False,UP,False
2026-07-17,13:15,15:10,15:20,819.1,820.25,818.4987,DOWN,UP,False,DOWN,True
