date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-09,12:35,13:30,13:35,821.3,821.85,821.2401
2026-07-09,12:40,13:35,13:40,821.85,821.95,822.0308
2026-07-09,12:45,13:40,13:45,821.95,822.0,821.8783
2026-07-09,12:50,13:45,13:50,822.0,821.95,821.90234
2026-07-09,12:55,13:50,13:55,821.95,822.0,821.66266
2026-07-09,13:00,13:55,14:00,822.0,821.2,821.8712
2026-07-09,13:05,14:00,14:05,821.2,820.95,821.34955
2026-07-09,13:10,14:05,14:10,820.95,821.0,821.1498
2026-07-09,13:15,14:10,14:15,821.0,820.4,820.85803
2026-07-09,13:20,14:15,14:20,820.4,820.9,820.4024
2026-07-09,13:25,14:20,14:25,820.9,821.05,820.8159
2026-07-09,13:30,14:25,14:30,821.05,820.9,820.64026
2026-07-09,13:35,14:30,14:35,820.9,820.75,820.81445
2026-07-09,13:40,14:35,14:40,820.75,820.95,820.7411
2026-07-09,13:45,14:40,14:45,820.95,820.3,820.5974
2026-07-09,13:50,14:45,14:50,820.3,821.0,820.82837
2026-07-09,13:55,14:50,14:55,821.0,821.1,820.7812
2026-07-09,14:00,14:55,15:00,821.1,818.2,821.186
2026-07-09,14:05,15:00,15:05,818.2,817.35,819.6531
2026-07-09,14:10,15:05,15:10,817.35,816.55,817.1568
2026-07-09,14:15,15:10,15:15,816.55,817.0,816.36255
2026-07-09,14:20,15:15,15:20,817.0,817.45,816.5318
2026-07-09,14:25,15:20,15:25,817.45,817.0,816.8556
2026-07-10,09:15,10:10,10:15,823.5,823.9,823.4048
2026-07-10,09:20,10:15,10:20,823.9,823.1,823.7894
2026-07-10,09:25,10:20,10:25,823.1,823.1,823.2418
2026-07-10,09:30,10:25,10:30,823.1,823.8,822.9838
2026-07-10,09:35,10:30,10:35,823.8,824.05,823.5741
2026-07-10,09:40,10:35,10:40,824.05,824.65,824.20624
2026-07-10,09:45,10:40,10:45,824.65,824.7,824.4645
2026-07-10,09:50,10:45,10:50,824.7,825.9,824.6135
2026-07-10,09:55,10:50,10:55,825.9,825.5,825.78577
2026-07-10,10:00,10:55,11:00,825.5,826.35,825.10815
2026-07-10,10:05,11:00,11:05,826.35,825.3,826.5764
2026-07-10,10:10,11:05,11:10,825.3,825.05,824.7916
2026-07-10,10:15,11:10,11:15,825.05,825.15,825.0415
2026-07-10,10:20,11:15,11:20,825.15,824.5,825.1499
2026-07-10,10:25,11:20,11:25,824.5,823.7,824.4513
2026-07-10,10:30,11:25,11:30,823.7,824.25,823.9843
2026-07-10,10:35,11:30,11:35,824.25,824.0,824.11395
2026-07-10,10:40,11:35,11:40,824.0,824.75,823.7216
2026-07-10,10:45,11:40,11:45,824.75,824.6,824.59204
2026-07-10,10:50,11:45,11:50,824.6,824.4,824.4433
2026-07-10,10:55,11:50,11:55,824.4,825.2,824.5745
2026-07-10,11:00,11:55,12:00,825.2,825.65,824.827
2026-07-10,11:05,12:00,12:05,825.65,824.45,824.8791
2026-07-10,11:10,12:05,12:10,824.45,823.9,824.8563
2026-07-10,11:15,12:10,12:15,823.9,823.6,823.8802
2026-07-10,11:20,12:15,12:20,823.6,823.65,823.9448
2026-07-10,11:25,12:20,12:25,823.65,824.45,823.8604
2026-07-10,11:30,12:25,12:30,824.45,824.9,823.72455
2026-07-10,11:35,12:30,12:35,824.9,825.1,824.56604
2026-07-10,11:40,12:35,12:40,825.1,824.9,825.2251
2026-07-10,11:45,12:40,12:45,824.9,824.35,824.9708
2026-07-10,11:50,12:45,12:50,824.35,824.3,824.8485
2026-07-10,11:55,12:50,12:55,824.3,823.5,824.2767
2026-07-10,12:00,12:55,13:00,823.5,823.95,823.1122
2026-07-10,12:05,13:00,13:05,823.95,823.15,823.5323
2026-07-10,12:10,13:05,13:10,823.15,824.1,823.4883
2026-07-10,12:15,13:10,13:15,824.1,824.2,823.7076
2026-07-10,12:20,13:15,13:20,824.2,824.45,823.5779
2026-07-10,12:25,13:20,13:25,824.45,825.1,823.6674
2026-07-10,12:30,13:25,13:30,825.1,825.6,825.468
2026-07-10,12:35,13:30,13:35,825.6,826.4,824.6376
2026-07-10,12:40,13:35,13:40,826.4,826.35,825.3916
2026-07-10,12:45,13:40,13:45,826.35,825.75,825.869
2026-07-10,12:50,13:45,13:50,825.75,825.45,826.63916
2026-07-10,12:55,13:50,13:55,825.45,825.6,825.7112
2026-07-10,13:00,13:55,14:00,825.6,825.2,825.8304
2026-07-10,13:05,14:00,14:05,825.2,824.75,824.94434
2026-07-10,13:10,14:05,14:10,824.75,825.05,824.7744
2026-07-10,13:15,14:10,14:15,825.05,825.75,825.066
2026-07-10,13:20,14:15,14:20,825.75,825.95,825.5144
2026-07-10,13:25,14:20,14:25,825.95,826.4,825.55566
2026-07-10,13:30,14:25,14:30,826.4,826.0,826.146
2026-07-10,13:35,14:30,14:35,826.0,827.0,825.65955
2026-07-10,13:40,14:35,14:40,827.0,826.0,826.2708
2026-07-10,13:45,14:40,14:45,826.0,827.1,826.17114
2026-07-10,13:50,14:45,14:50,827.1,826.1,826.9737
2026-07-10,13:55,14:50,14:55,826.1,825.7,826.39923
2026-07-10,14:00,14:55,15:00,825.7,825.65,825.91046
2026-07-10,14:05,15:00,15:05,825.65,825.35,825.85095
2026-07-10,14:10,15:05,15:10,825.35,825.0,825.2817
2026-07-10,14:15,15:10,15:15,825.0,824.8,825.1257
2026-07-10,14:20,15:15,15:20,824.8,823.5,824.9478
2026-07-10,14:25,15:20,15:25,823.5,824.5,823.77313
2026-07-13,09:15,10:10,10:15,817.6,817.2,818.39075
2026-07-13,09:20,10:15,10:20,817.2,819.25,816.8532
2026-07-13,09:25,10:20,10:25,819.25,819.6,818.1972
2026-07-13,09:30,10:25,10:30,819.6,820.35,818.68665
2026-07-13,09:35,10:30,10:35,820.35,819.2,819.01514
2026-07-13,09:40,10:35,10:40,819.2,819.7,818.9768
2026-07-13,09:45,10:40,10:45,819.7,820.1,819.8351
2026-07-13,09:50,10:45,10:50,820.1,819.55,820.373
2026-07-13,09:55,10:50,10:55,819.55,820.0,819.4821
2026-07-13,10:00,10:55,11:00,820.0,821.35,820.076
2026-07-13,10:05,11:00,11:05,821.35,820.3,820.85443
2026-07-13,10:10,11:05,11:10,820.3,820.0,819.52155
2026-07-13,10:15,11:10,11:15,820.0,819.5,820.11743
2026-07-13,10:20,11:15,11:20,819.5,820.0,819.7384
2026-07-13,10:25,11:20,11:25,820.0,818.75,819.808
2026-07-13,10:30,11:25,11:30,818.75,818.95,819.2416
2026-07-13,10:35,11:30,11:35,818.95,818.35,819.59863
2026-07-13,10:40,11:35,11:40,818.35,817.85,818.9547
2026-07-13,10:45,11:40,11:45,817.85,819.95,817.59247
2026-07-13,10:50,11:45,11:50,819.95,818.5,820.28644
2026-07-13,10:55,11:50,11:55,818.5,816.55,818.8806
2026-07-13,11:00,11:55,12:00,816.55,817.8,817.3733
2026-07-13,11:05,12:00,12:05,817.8,817.55,818.06024
2026-07-13,11:10,12:05,12:10,817.55,818.85,817.373
2026-07-13,11:15,12:10,12:15,818.85,819.25,817.8693
2026-07-13,11:20,12:15,12:20,819.25,818.75,818.3212
2026-07-13,11:25,12:20,12:25,818.75,818.45,818.87445
2026-07-13,11:30,12:25,12:30,818.45,819.75,818.0348
2026-07-13,11:35,12:30,12:35,819.75,820.0,818.5589
2026-07-13,11:40,12:35,12:40,820.0,820.0,819.6745
2026-07-13,11:45,12:40,12:45,820.0,819.35,820.0654
2026-07-13,11:50,12:45,12:50,819.35,820.3,818.98126
2026-07-13,11:55,12:50,12:55,820.3,819.5,819.91504
2026-07-13,12:00,12:55,13:00,819.5,818.8,819.25446
2026-07-13,12:05,13:00,13:05,818.8,819.5,819.087
2026-07-13,12:10,13:05,13:10,819.5,818.95,819.0039
2026-07-13,12:15,13:10,13:15,818.95,818.95,819.0486
2026-07-13,12:20,13:15,13:20,818.95,818.25,818.9203
2026-07-13,12:25,13:20,13:25,818.25,818.0,818.5992
2026-07-13,12:30,13:25,13:30,818.0,818.5,818.355
2026-07-13,12:35,13:30,13:35,818.5,818.95,818.215
2026-07-13,12:40,13:35,13:40,818.95,818.45,818.31165
2026-07-13,12:45,13:40,13:45,818.45,818.9,818.4192
2026-07-13,12:50,13:45,13:50,818.9,818.75,818.4704
2026-07-13,12:55,13:50,13:55,818.75,818.5,818.8548
2026-07-13,13:00,13:55,14:00,818.5,818.1,818.4805
2026-07-13,13:05,14:00,14:05,818.1,817.85,818.23566
2026-07-13,13:10,14:05,14:10,817.85,819.0,818.01434
2026-07-13,13:15,14:10,14:15,819.0,819.55,818.3862
2026-07-13,13:20,14:15,14:20,819.55,820.1,819.28644
2026-07-13,13:25,14:20,14:25,820.1,819.85,820.081
2026-07-13,13:30,14:25,14:30,819.85,818.7,819.5653
2026-07-13,13:35,14:30,14:35,818.7,817.5,818.5827
2026-07-13,13:40,14:35,14:40,817.5,819.2,818.1071
2026-07-13,13:45,14:40,14:45,819.2,819.1,818.71655
2026-07-13,13:50,14:45,14:50,819.1,819.65,819.1094
2026-07-13,13:55,14:50,14:55,819.65,818.65,819.9403
2026-07-13,14:00,14:55,15:00,818.65,819.5,819.1376
2026-07-13,14:05,15:00,15:05,819.5,818.0,819.40826
2026-07-13,14:10,15:05,15:10,818.0,817.4,817.76556
2026-07-13,14:15,15:10,15:15,817.4,816.95,817.34424
2026-07-13,14:20,15:15,15:20,816.95,817.45,816.7613
2026-07-13,14:25,15:20,15:25,817.45,817.25,817.09393
2026-07-14,09:15,10:10,10:15,816.3,813.75,815.88257
2026-07-14,09:20,10:15,10:20,813.75,814.15,815.2046
2026-07-14,09:25,10:20,10:25,814.15,814.85,815.9463
2026-07-14,09:30,10:25,10:30,814.85,814.95,814.30725
2026-07-14,09:35,10:30,10:35,814.95,815.95,815.1872
2026-07-14,09:40,10:35,10:40,815.95,816.0,814.54126
2026-07-14,09:45,10:40,10:45,816.0,816.0,815.80585
2026-07-14,09:50,10:45,10:50,816.0,815.45,815.0028
2026-07-14,09:55,10:50,10:55,815.45,816.2,815.26294
2026-07-14,10:00,10:55,11:00,816.2,816.2,816.5322
2026-07-14,10:05,11:00,11:05,816.2,816.65,816.0104
2026-07-14,10:10,11:05,11:10,816.65,816.7,816.28076
2026-07-14,10:15,11:10,11:15,816.7,815.15,816.8197
2026-07-14,10:20,11:15,11:20,815.15,814.3,815.3246
2026-07-14,10:25,11:20,11:25,814.3,814.2,814.2677
2026-07-14,10:30,11:25,11:30,814.2,814.0,814.6454
2026-07-14,10:35,11:30,11:35,814.0,813.2,814.29333
2026-07-14,10:40,11:35,11:40,813.2,812.0,813.3797
2026-07-14,10:45,11:40,11:45,812.0,812.6,812.95605
2026-07-14,10:50,11:45,11:50,812.6,812.95,812.9827
2026-07-14,10:55,11:50,11:55,812.95,812.0,813.61365
2026-07-14,11:00,11:55,12:00,812.0,812.0,811.7668
2026-07-14,11:05,12:00,12:05,812.0,811.1,811.67566
2026-07-14,11:10,12:05,12:10,811.1,810.85,811.6071
2026-07-14,11:15,12:10,12:15,810.85,810.55,810.91266
2026-07-14,11:20,12:15,12:20,810.55,809.95,809.94305
